,Style_1,Style_2,External(SSIM),External(MSE),Internal(SSIM),Internal(MSE),Plan(SSIM),Plan(MSE),Concept(Text),Topology,External(VGG16),Internal(VGG16),Plan(VGG16),Concept(BoW),Concept(Transformer)
Tugendhat&Kiefhoek,08_EarlyModernism,10_International,33.77736909,12.48898144,46.87080021,7.850816452,31.08554401,5.322905732,81.49254918,38,0.331247196,0.391257778,0.410765272,0.364740091,0.219874114
Tugendhat&SeagramBuilding,08_EarlyModernism,10_International,26.69026489,21.58994888,35.48404417,9.343896326,34.46251172,4.185425245,91.86918139,57,0.325679466,0.287166409,0.560672536,0.575643856,0.370954633
Zonnestraal&EquitableBuilding,08_EarlyModernism,10_International,30.65873092,17.94673757,24.49976453,9.343248941,65.19380551,2.884698918,88.58457208,160,0.310633775,0.310423397,0.468278773,0.657827248,0.25285992
Zonnestraal&Glaspaleis,08_EarlyModernism,10_International,25.14759658,13.98990289,29.87221169,8.650427729,47.79286076,26.1867641,96.48391604,171,0.365906246,0.39024734,0.477379307,0.555555556,0.530320346
Zonnestraal&Kiefhoek,08_EarlyModernism,10_International,29.66941292,14.53868933,30.24161859,7.342189609,61.94474051,3.172202376,86.51385307,170,0.351318352,0.300024815,0.431338131,0.462962963,0.37558189
Zonnestraal&SeagramBuilding,08_EarlyModernism,10_International,27.0862745,17.61182845,20.79501691,10.95170917,62.30702365,2.771901192,90.09231329,161,0.303598247,0.341872454,0.509234324,0.566263178,0.238265902
Bergpolderflat&AntwerpPortHouse,08_EarlyModernism,11_Deconstructivism,28.74651285,11.80659592,49.08667245,9.187579822,46.26338468,4.12838997,73.69990349,100,0.393001005,0.282988615,0.482744674,0.582815505,0.40535298
Bergpolderflat&CctvHeadquarter,08_EarlyModernism,11_Deconstructivism,29.83878248,10.07082133,44.68140696,10.67239851,44.39284989,4.566145158,73.07732701,853,0.364394516,0.321911491,0.472363836,0.593897976,0.118727587
Bergpolderflat&GuggenheimMuseum,08_EarlyModernism,11_Deconstructivism,28.78652874,13.73927952,42.81769433,9.779478354,37.06585577,4.045939477,72.70234227,146,0.229806993,0.299453475,0.350057386,0.512958567,0.323081374
Bergpolderflat&JewishMuseum,08_EarlyModernism,11_Deconstructivism,21.39976713,11.48434935,47.9762376,11.68122047,46.00295053,4.248556869,79.41797972,156,0.335437298,0.34695363,0.427563205,0.606805466,0.356332451
FagusFactory&AntwerpPortHouse,08_EarlyModernism,11_Deconstructivism,34.85952568,10.10717975,45.41496892,6.789446754,59.78602854,3.557792753,90.89275002,109,0.333869465,0.34214592,0.544210176,0.54312363,0.27149871
FagusFactory&CctvHeadquarter,08_EarlyModernism,11_Deconstructivism,40.3787184,9.49097445,37.93082954,9.941087267,58.39683354,4.132504084,87.39895821,846,0.312058859,0.343246527,0.574086067,0.505752821,0.055142712
FagusFactory&GuggenheimMuseum,08_EarlyModernism,11_Deconstructivism,37.61539288,7.48144506,39.58651067,9.490325673,50.40423396,3.47327616,89.5727098,141,0.199186765,0.321515769,0.389592029,0.487779802,0.119846389
FagusFactory&JewishMuseum,08_EarlyModernism,11_Deconstructivism,21.0169198,7.45819999,47.22458642,11.09526372,59.14562385,3.963183325,89.92581367,147,0.325721473,0.428301454,0.477286845,0.504892666,0.336673766
Tugendhat&AntwerpPortHouse,08_EarlyModernism,11_Deconstructivism,32.00546127,13.44429173,45.37521864,8.771306115,40.01464332,4.073937545,92.77360439,105,0.335256994,0.308668599,0.407356977,0.60442521,0.374960214
Tugendhat&CctvHeadquarter,08_EarlyModernism,11_Deconstructivism,31.66477059,19.02527645,37.65691583,8.73563786,37.61831898,4.591221996,87.96837926,856,0.294878345,0.271558404,0.557437268,0.467988557,0.253697306
Tugendhat&GuggenheimMuseum,08_EarlyModernism,11_Deconstructivism,34.20323468,12.15855878,38.23995525,11.08147692,32.62173345,3.886086693,91.78112149,145,0.245440077,0.298452534,0.35544616,0.59997531,0.356274188
Tugendhat&JewishMuseum,08_EarlyModernism,11_Deconstructivism,25.34358856,10.10734907,44.69187672,14.59454496,39.03577307,4.278374209,88.33956122,157,0.345886685,0.362775363,0.382207935,0.590835665,0.352588296
Zonnestraal&AntwerpPortHouse,08_EarlyModernism,11_Deconstructivism,29.06324606,14.74739491,31.16049803,8.211229812,75.60312494,1.74539082,91.18240476,175,0.322585925,0.319450989,0.534779459,0.668490862,0.435467303
Zonnestraal&CctvHeadquarter,08_EarlyModernism,11_Deconstructivism,31.17989607,15.74607623,22.10110172,8.466915761,73.17273193,2.635874331,87.08928823,830,0.260132838,0.339971036,0.561076874,0.584356984,0.143490076
Zonnestraal&GuggenheimMuseum,08_EarlyModernism,11_Deconstructivism,29.04555935,14.7590047,25.26278887,11.46885376,55.96641125,2.245701774,90.55967927,159,0.241721503,0.328096345,0.471955188,0.606416237,0.210857376
Zonnestraal&JewishMuseum,08_EarlyModernism,11_Deconstructivism,20.62681337,13.55542365,32.13387934,12.19081502,76.87557177,1.980208294,89.27506208,143,0.340755247,0.338439159,0.532441457,0.629515928,0.376634687
Chilehaus&EinsteinTower,09_Expressionist,09_Expressionist,29.60480046,11.06172732,20.73139315,16.19568012,63.15216181,3.495996535,90.40667415,167,0.279339302,0.310546938,0.459813714,0.586669626,0.395891398
Chilehaus&Goetheanum,09_Expressionist,09_Expressionist,34.45254923,13.96160081,19.74796708,16.06230875,68.503783,3.297908628,76.67831182,159,0.389987953,0.275356993,0.526691586,0.571535082,0.304907709
Chilehaus&HetSchip,09_Expressionist,09_Expressionist,27.49844011,12.5152935,18.30260601,12.01744652,61.78913198,3.377717305,94.88401413,147,0.389747389,0.321003363,0.507589305,0.660536736,0.329150558
EinsteinTower&Goetheanum,09_Expressionist,09_Expressionist,47.4123975,14.44889033,43.59914993,13.0547174,41.87476203,5.521496211,69.91692781,70,0.435673177,0.260272473,0.440395193,0.603231601,0.272904485
EinsteinTower&HetSchip,09_Expressionist,09_Expressionist,44.6174675,10.22084617,44.61771242,11.31739023,44.78787578,4.767861872,81.63141608,50,0.3469491,0.386520855,0.422676871,0.55540031,0.224664807
Goetheanum&HetSchip,09_Expressionist,09_Expressionist,40.51349778,7.44402717,31.75314937,14.13714946,50.611575,4.356084896,81.10547662,46,0.332104001,0.244379155,0.3961218,0.589005277,0.180669516
Chilehaus&EquitableBuilding,09_Expressionist,10_International,30.6412568,9.409557227,18.41426735,14.91306329,64.86504182,2.999918239,92.77485013,168,0.388978176,0.341696613,0.442756049,0.665333052,0.270432919
Chilehaus&Glaspaleis,09_Expressionist,10_International,27.45445292,9.69692608,20.71210921,15.61005424,55.67512707,18.91017775,93.7449038,171,0.463285312,0.308228942,0.351246789,0.589162848,0.443712115
Chilehaus&Kiefhoek,09_Expressionist,10_International,32.25538406,12.2022404,23.51726117,14.01133397,60.11489808,3.990653033,84.56591368,160,0.330447517,0.297014438,0.402207986,0.546469888,0.230761275
Chilehaus&SeagramBuilding,09_Expressionist,10_International,24.07423644,9.54452881,17.32727679,12.49330272,66.90357907,2.630566355,94.382447,167,0.390538342,0.340413339,0.433029582,0.572724238,0.326731443
EinsteinTower&EquitableBuilding,09_Expressionist,10_International,39.33258949,16.28283624,39.41284191,14.07909235,39.43450709,4.715319934,90.43166637,161,0.245612212,0.317994054,0.406314433,0.648558594,0.198413983
EinsteinTower&Glaspaleis,09_Expressionist,10_International,42.37080563,11.45996033,48.75551645,12.27559905,25.87451508,26.03367712,87.84304261,22,0.247794934,0.454420338,0.329467326,0.548435548,0.310471147
EinsteinTower&Kiefhoek,09_Expressionist,10_International,48.0515639,12.78619396,50.92047268,12.11613779,40.038658,5.245492007,73.57528806,17,0.337996639,0.363607399,0.409967298,0.456298376,0.146899149
EinsteinTower&SeagramBuilding,09_Expressionist,10_International,34.06357189,14.81001763,39.70514918,14.88534585,38.9048219,4.8241437,88.40100169,64,0.229534592,0.365270518,0.362343931,0.549629068,0.263182461
Goetheanum&EquitableBuilding,09_Expressionist,10_International,47.46424533,9.540851331,26.10462602,16.98930446,51.16018902,3.912505242,70.3718245,165,0.269922584,0.27459354,0.394019837,0.604624346,0.043008048
Goetheanum&Glaspaleis,09_Expressionist,10_International,40.84004107,8.775353093,36.95396732,12.31931836,36.84486758,23.52861378,78.74898314,66,0.313360788,0.249520205,0.293945943,0.502518908,0.283270061
Goetheanum&Kiefhoek,09_Expressionist,10_International,44.31785708,7.660799454,37.57165808,13.93603129,48.96535042,4.214749526,87.12991476,65,0.315287322,0.226977203,0.360348803,0.502518908,0.238887921
Goetheanum&SeagramBuilding,09_Expressionist,10_International,42.78474845,10.72927657,31.69546721,15.32336434,48.89172641,3.950025613,75.64125061,64,0.24650104,0.289499432,0.374162316,0.479158877,0.187168896
HetSchip&EquitableBuilding,09_Expressionist,10_International,28.1207251,14.16950121,28.19663515,10.59451699,35.29161587,3.852122691,86.54774427,153,0.294282578,0.287359469,0.404103681,0.586276987,0.264287829
HetSchip&Glaspaleis,09_Expressionist,10_International,23.57512254,9.458634489,33.87402147,9.676976392,35.69778753,17.41955136,94.81655359,62,0.381944813,0.352245634,0.381547749,0.474423736,0.536449373
HetSchip&Kiefhoek,09_Expressionist,10_International,31.65791922,8.36746796,37.10869668,7.705143391,35.58324135,4.989108128,88.27068806,57,0.325165048,0.363479286,0.427111881,0.483726163,0.414401263
HetSchip&SeagramBuilding,09_Expressionist,10_International,24.30377467,13.77893103,24.34446301,11.51600118,39.59315437,3.29115923,91.62744284,52,0.312537801,0.309070639,0.411945287,0.486320404,0.473733515
Chilehaus&AntwerpPortHouse,09_Expressionist,11_Deconstructivism,32.84900757,12.31226523,22.63699129,15.80929971,73.36195738,2.258292272,93.15499067,161,0.357192591,0.25973659,0.547772353,0.674383332,0.340752751
Chilehaus&CctvHeadquarter,09_Expressionist,11_Deconstructivism,33.01652912,6.958739249,19.5776152,14.7636636,72.36823578,2.975420726,87.18649149,838,0.398862399,0.306961998,0.538051915,0.5166077,0.213472649
Chilehaus&GuggenheimMuseum,09_Expressionist,11_Deconstructivism,33.04158399,13.39553766,19.23384994,18.39434127,61.50467705,2.309318331,90.4322207,151,0.19727261,0.254623421,0.480835043,0.57222267,0.33228156
Chilehaus&JewishMuseum,09_Expressionist,11_Deconstructivism,24.79357895,11.9328143,22.65112622,21.16190932,74.4619636,2.569663461,85.96674204,145,0.315960031,0.291181512,0.554928437,0.585567398,0.444336981
EinsteinTower&AntwerpPortHouse,09_Expressionist,11_Deconstructivism,45.53220662,12.49807212,48.6039452,14.46348693,45.87568438,4.644451902,92.77573824,106,0.277714092,0.349860445,0.51447267,0.70155623,0.226008072
EinsteinTower&CctvHeadquarter,09_Expressionist,11_Deconstructivism,43.18317814,11.96430798,43.04574926,14.48623319,46.27756931,5.076852718,86.65457368,855,0.25331793,0.332668312,0.476023034,0.615579982,0.21671173
EinsteinTower&GuggenheimMuseum,09_Expressionist,11_Deconstructivism,48.77651702,12.72282263,41.66183129,13.7140091,38.69878508,4.387686901,90.63856602,146,0.267260678,0.298598029,0.433742955,0.599201277,0.224005535
EinsteinTower&JewishMuseum,09_Expressionist,11_Deconstructivism,42.02633643,10.44055474,50.7643375,13.20303216,47.15295586,4.738944269,88.35424185,160,0.294725351,0.42131573,0.459980233,0.638092043,0.415323555
Goetheanum&AntwerpPortHouse,09_Expressionist,11_Deconstructivism,43.5986566,9.476122736,35.21955582,16.47792328,57.78066455,3.832719075,72.98254371,104,0.333978504,0.221449047,0.468837851,0.63308018,0.106206454
Goetheanum&CctvHeadquarter,09_Expressionist,11_Deconstructivism,48.39176924,8.626723076,31.63197807,15.18615092,56.02025897,4.366284049,74.99447465,849,0.303234123,0.261185516,0.470115743,0.576622669,0.064333566
Goetheanum&GuggenheimMuseum,09_Expressionist,11_Deconstructivism,45.94168042,7.648393898,29.30742439,14.74076255,45.36358093,3.64587354,74.33472276,136,0.249432914,0.259324439,0.416871677,0.51875925,0.169282943
Goetheanum&JewishMuseum,09_Expressionist,11_Deconstructivism,36.33931658,7.455637634,38.84112457,12.57469799,59.53441349,3.792380482,82.34049082,150,0.286506895,0.252661161,0.479030834,0.623884707,0.290152788
HetSchip&AntwerpPortHouse,09_Expressionist,11_Deconstructivism,28.22330951,10.11655576,35.26598415,9.10655179,45.14955944,3.189057566,88.15957904,92,0.307960689,0.241857037,0.518336468,0.653577658,0.544703782
HetSchip&CctvHeadquarter,09_Expressionist,11_Deconstructivism,29.62386393,11.62633372,27.2816167,9.919529442,43.93733492,3.655884771,84.1144681,845,0.285186775,0.227029279,0.486146126,0.460931579,0.190619215
HetSchip&GuggenheimMuseum,09_Expressionist,11_Deconstructivism,31.84483645,7.649894547,28.90353017,12.01160516,38.20475186,3.077039007,85.44000387,130,0.236898262,0.244457766,0.453780249,0.585629284,0.241700366
HetSchip&JewishMuseum,09_Expressionist,11_Deconstructivism,19.63360073,6.733911438,37.07077876,14.11412056,45.74008911,3.447422632,86.5410924,136,0.313499205,0.338169307,0.508251432,0.604952891,0.272414654
EquitableBuilding&Glaspaleis,10_International,10_International,28.54205919,16.56182743,29.85067914,10.26385829,33.23600607,22.89412364,90.542382,169,0.381877895,0.316959242,0.281195134,0.572946313,0.294783771
EquitableBuilding&Kiefhoek,10_International,10_International,30.69937451,19.12515027,33.38812563,9.270737227,45.87025446,4.803521631,76.69043541,164,0.248587303,0.287897713,0.432695031,0.477455261,0.138938978
EquitableBuilding&SeagramBuilding,10_International,10_International,20.09019335,8.755523662,24.12745834,13.62462552,47.84729341,4.336897573,94.70281005,165,0.498885855,0.317224275,0.513471981,0.622712413,0.35149461
Glaspaleis&Kiefhoek,10_International,10_International,25.10138238,9.959238955,33.51835652,12.07803469,15.70999757,40.95937925,86.64058447,17,0.304065242,0.335447329,0.323573098,0.462962963,0.46711722
Glaspaleis&SeagramBuilding,10_International,10_International,22.17476986,12.09397594,26.36653163,13.99748884,10.52782258,40.63313864,91.63075686,66,0.407221504,0.388282304,0.381044626,0.484063685,0.325579882
Kiefhoek&SeagramBuilding,10_International,10_International,29.05021349,12.57303696,25.89256001,10.43414119,39.49431063,5.399087694,81.77880645,65,0.234156605,0.283663135,0.429160063,0.420130745,0.140874192
EquitableBuilding&AntwerpPortHouse,10_International,11_Deconstructivism,31.32259232,17.3504224,33.20225182,9.108275158,54.79651549,4.164934723,93.95568967,159,0.342464302,0.278075919,0.425961102,0.694043833,0.213217884
EquitableBuilding&CctvHeadquarter,10_International,11_Deconstructivism,30.86300414,11.98350917,28.42922502,11.5367347,53.23751156,4.630259668,89.60121274,852,0.369234927,0.325371496,0.463531619,0.680678299,0.208290771
EquitableBuilding&GuggenheimMuseum,10_International,11_Deconstructivism,31.45193027,19.80872287,28.62421163,9.668432229,47.4522661,4.07327951,91.68583155,151,0.238565642,0.319390792,0.325064003,0.544059514,0.120863855
EquitableBuilding&JewishMuseum,10_International,11_Deconstructivism,27.75066086,18.17508197,33.27943535,9.376757865,54.52913345,4.356144352,85.69865823,163,0.340720259,0.306145709,0.351376643,0.624131192,0.141079679
Glaspaleis&AntwerpPortHouse,10_International,11_Deconstructivism,25.36794496,9.877519983,33.27828609,14.10302815,18.08475083,43.57784642,92.69191623,112,0.344663963,0.307339683,0.449942172,0.569787513,0.398828804
Glaspaleis&CctvHeadquarter,10_International,11_Deconstructivism,27.1371023,9.625505847,27.11183976,12.71369192,18.32066458,42.88654112,87.33455539,859,0.383810982,0.344162906,0.499446052,0.516745432,0.191386014
Glaspaleis&GuggenheimMuseum,10_International,11_Deconstructivism,25.92332861,11.50577802,25.34028117,12.84963594,12.48652337,41.78277831,90.48418999,146,0.198392402,0.289447665,0.326703802,0.460688304,0.262004822
Glaspaleis&JewishMuseum,10_International,11_Deconstructivism,17.78754712,9.278609364,36.69729505,12.36422282,19.11420088,43.18578337,88.57519031,164,0.319759786,0.349286613,0.47808067,0.520034897,0.360253751
Kiefhoek&AntwerpPortHouse,10_International,11_Deconstructivism,30.9009374,12.04317144,36.60944964,7.444440639,43.01084068,5.334401759,78.95489335,109,0.244007625,0.241747767,0.431517037,0.47557068,0.39822045
Kiefhoek&CctvHeadquarter,10_International,11_Deconstructivism,34.32152714,11.01892743,26.55466548,8.141669236,42.9403834,5.577243356,77.66721249,848,0.198918842,0.234568082,0.434396385,0.396010518,-0.018495977
Kiefhoek&GuggenheimMuseum,10_International,11_Deconstructivism,35.25908203,7.731606115,26.89824076,9.838699624,36.38141126,5.100845104,77.81434655,139,0.254940823,0.24028803,0.35867421,0.413679293,0.132991761
Kiefhoek&JewishMuseum,10_International,11_Deconstructivism,23.4498806,8.487237076,35.9043253,12.4221256,43.22477724,5.399567814,81.94391131,157,0.26341876,0.339166701,0.406541144,0.470768433,0.263752788
SeagramBuilding&AntwerpPortHouse,10_International,11_Deconstructivism,18.67514171,18.31429434,26.68007085,18.84802159,58.72382435,3.101238376,91.82956219,112,0.369153008,0.258074541,0.452909864,0.615140604,0.344662666
SeagramBuilding&CctvHeadquarter,10_International,11_Deconstructivism,17.70062342,12.85017823,24.50295651,14.90473383,57.49479456,3.719779869,89.41390514,857,0.3752684,0.323399544,0.534712875,0.566878804,0.299293905
SeagramBuilding&GuggenheimMuseum,10_International,11_Deconstructivism,18.99605575,19.9524066,23.25116002,18.97466167,47.41864697,3.256602293,89.15887475,134,0.203946553,0.304595008,0.343458737,0.519337307,0.248432428
SeagramBuilding&JewishMuseum,10_International,11_Deconstructivism,17.19332358,18.58382827,30.62878768,21.05252059,59.25079255,3.213341329,85.35208106,160,0.308477402,0.335104853,0.400369614,0.572354545,0.239251807
AntwerpPortHouse&CctvHeadquarter,11_Deconstructivism,11_Deconstructivism,44.77201636,12.31514417,46.545885,9.528229172,70.87503368,2.913209736,88.87975812,861,0.39184428,0.422194146,0.596195555,0.617774187,0.263926476
AntwerpPortHouse&GuggenheimMuseum,11_Deconstructivism,11_Deconstructivism,42.04811413,13.58933884,41.02123266,8.173456316,59.55669241,2.129700711,93.64501238,144,0.297383681,0.400163122,0.486573105,0.635503982,0.309153169
AntwerpPortHouse&JewishMuseum,11_Deconstructivism,11_Deconstructivism,33.23727954,10.10093533,50.27134608,11.15337876,74.77035835,2.333495689,89.38046098,160,0.298313223,0.458221823,0.624291307,0.6763664,0.299892336
CctvHeadquarter&GuggenheimMuseum,11_Deconstructivism,11_Deconstructivism,35.76109793,13.68972673,27.89507529,11.49059272,50.25024373,2.953322537,90.1919663,839,0.243405942,0.364874147,0.43726849,0.465855617,0.170423657
CctvHeadquarter&JewishMuseum,11_Deconstructivism,11_Deconstructivism,29.75951728,12.13030919,36.73460987,14.70026666,67.9830996,3.041773366,88.75572085,827,0.287040897,0.353767201,0.591668733,0.568170372,0.181129247
GuggenheimMuseum&JewishMuseum,11_Deconstructivism,11_Deconstructivism,27.39064741,6.580609006,33.59471758,13.21140326,56.98898112,2.564459493,92.73041487,136,0.283539716,0.338051647,0.476401269,0.733698575,0.395121664
